========== V1 详细装箱坐标 ==========

第1辆车，装载164件，容积利用率 65.62%，重量利用率 33.02%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 50.0, 50.0, 35.0, 25.0
G5, 110.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 310.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 190.0, 0.0, 50.0, 50.0, 35.0, 25.0
G5, 150.0, 0.0, 60.0, 40.0, 40.0, 60.0
G4, 0.0, 100.0, 100.0, 80.0, 60.0, 50.0
G1, 310.0, 40.0, 60.0, 60.0, 40.0, 30.0
G1, 240.0, 50.0, 60.0, 60.0, 40.0, 30.0
G4, 80.0, 140.0, 100.0, 80.0, 60.0, 50.0
G2, 370.0, 0.0, 50.0, 50.0, 35.0, 25.0
G4, 0.0, 40.0, 150.0, 80.0, 60.0, 50.0
G1, 310.0, 80.0, 60.0, 60.0, 40.0, 30.0
G1, 240.0, 90.0, 60.0, 60.0, 40.0, 30.0
G1, 80.0, 100.0, 60.0, 60.0, 40.0, 30.0
G5, 190.0, 35.0, 60.0, 40.0, 40.0, 60.0
G4, 80.0, 140.0, 150.0, 80.0, 60.0, 50.0
G5, 140.0, 100.0, 60.0, 40.0, 40.0, 60.0
G2, 370.0, 35.0, 50.0, 50.0, 35.0, 25.0
G2, 370.0, 70.0, 50.0, 50.0, 35.0, 25.0
G1, 310.0, 120.0, 60.0, 60.0, 40.0, 30.0
G1, 240.0, 0.0, 70.0, 60.0, 40.0, 30.0
G1, 0.0, 160.0, 70.0, 60.0, 40.0, 30.0
G5, 200.0, 100.0, 60.0, 40.0, 40.0, 60.0
G1, 0.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 310.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 370.0, 105.0, 50.0, 50.0, 35.0, 25.0
G2, 160.0, 140.0, 50.0, 50.0, 35.0, 25.0
G2, 370.0, 140.0, 50.0, 50.0, 35.0, 25.0
G5, 310.0, 40.0, 90.0, 40.0, 40.0, 60.0
G1, 240.0, 50.0, 90.0, 60.0, 40.0, 30.0
G2, 160.0, 175.0, 50.0, 50.0, 35.0, 25.0
G5, 310.0, 80.0, 90.0, 40.0, 40.0, 60.0
G2, 370.0, 175.0, 50.0, 50.0, 35.0, 25.0
G1, 240.0, 90.0, 90.0, 60.0, 40.0, 30.0
G1, 310.0, 120.0, 90.0, 60.0, 40.0, 30.0
G1, 240.0, 0.0, 100.0, 60.0, 40.0, 30.0
G5, 0.0, 160.0, 100.0, 40.0, 40.0, 60.0
G2, 310.0, 160.0, 55.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 120.0, 60.0, 40.0, 30.0
G5, 110.0, 0.0, 120.0, 40.0, 40.0, 60.0
G2, 240.0, 130.0, 65.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 190.0, 0.0, 75.0, 50.0, 35.0, 25.0
G5, 310.0, 0.0, 120.0, 40.0, 40.0, 60.0
G2, 370.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 370.0, 35.0, 75.0, 50.0, 35.0, 25.0
G2, 370.0, 70.0, 75.0, 50.0, 35.0, 25.0
G2, 370.0, 105.0, 75.0, 50.0, 35.0, 25.0
G2, 160.0, 140.0, 75.0, 50.0, 35.0, 25.0
G2, 370.0, 140.0, 75.0, 50.0, 35.0, 25.0
G2, 160.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 240.0, 50.0, 120.0, 60.0, 40.0, 30.0
G2, 370.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 240.0, 90.0, 120.0, 60.0, 40.0, 30.0
G1, 310.0, 120.0, 120.0, 60.0, 40.0, 30.0
G2, 310.0, 160.0, 80.0, 50.0, 35.0, 25.0
G2, 240.0, 130.0, 90.0, 50.0, 35.0, 25.0
G1, 240.0, 0.0, 130.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 150.0, 60.0, 40.0, 30.0
G1, 80.0, 40.0, 150.0, 60.0, 40.0, 30.0
G1, 240.0, 50.0, 150.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 190.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 240.0, 90.0, 150.0, 60.0, 40.0, 30.0
G2, 370.0, 0.0, 100.0, 50.0, 35.0, 25.0
G5, 310.0, 40.0, 150.0, 40.0, 40.0, 60.0
G5, 310.0, 80.0, 150.0, 40.0, 40.0, 60.0
G2, 370.0, 35.0, 100.0, 50.0, 35.0, 25.0
G2, 370.0, 70.0, 100.0, 50.0, 35.0, 25.0
G2, 370.0, 105.0, 100.0, 50.0, 35.0, 25.0
G1, 0.0, 100.0, 150.0, 60.0, 40.0, 30.0
G5, 310.0, 120.0, 150.0, 40.0, 40.0, 60.0
G2, 160.0, 140.0, 100.0, 50.0, 35.0, 25.0
G1, 240.0, 0.0, 160.0, 60.0, 40.0, 30.0
G2, 370.0, 140.0, 100.0, 50.0, 35.0, 25.0
G2, 160.0, 175.0, 100.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 180.0, 60.0, 40.0, 30.0
G1, 80.0, 40.0, 180.0, 60.0, 40.0, 30.0
G2, 370.0, 175.0, 100.0, 50.0, 35.0, 25.0
G2, 310.0, 160.0, 105.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 125.0, 50.0, 35.0, 25.0
G1, 240.0, 50.0, 180.0, 60.0, 40.0, 30.0
G2, 190.0, 0.0, 125.0, 50.0, 35.0, 25.0
G2, 370.0, 0.0, 125.0, 50.0, 35.0, 25.0
G1, 0.0, 100.0, 180.0, 60.0, 40.0, 30.0
G1, 240.0, 180.0, 0.0, 60.0, 30.0, 40.0
G2, 370.0, 35.0, 125.0, 50.0, 35.0, 25.0
G1, 240.0, 180.0, 40.0, 60.0, 30.0, 40.0
G2, 370.0, 70.0, 125.0, 50.0, 35.0, 25.0
G2, 370.0, 105.0, 125.0, 50.0, 35.0, 25.0
G1, 240.0, 180.0, 80.0, 60.0, 30.0, 40.0
G2, 160.0, 140.0, 125.0, 50.0, 35.0, 25.0
G1, 240.0, 180.0, 120.0, 60.0, 30.0, 40.0
G2, 370.0, 175.0, 125.0, 50.0, 35.0, 25.0
G1, 240.0, 180.0, 160.0, 60.0, 30.0, 40.0
G2, 310.0, 160.0, 130.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 150.0, 50.0, 35.0, 25.0
G2, 370.0, 70.0, 150.0, 50.0, 35.0, 25.0
G2, 370.0, 175.0, 150.0, 50.0, 35.0, 25.0
G1, 140.0, 100.0, 120.0, 40.0, 30.0, 60.0
G2, 370.0, 175.0, 175.0, 50.0, 35.0, 25.0
G2, 240.0, 90.0, 180.0, 50.0, 35.0, 25.0
G1, 160.0, 40.0, 0.0, 30.0, 60.0, 40.0
G1, 210.0, 140.0, 0.0, 30.0, 60.0, 40.0
G1, 160.0, 40.0, 40.0, 30.0, 60.0, 40.0
G1, 210.0, 140.0, 40.0, 30.0, 60.0, 40.0
G2, 240.0, 0.0, 190.0, 50.0, 35.0, 25.0
G2, 190.0, 0.0, 150.0, 50.0, 25.0, 35.0
G2, 370.0, 0.0, 150.0, 50.0, 25.0, 35.0
G2, 190.0, 75.0, 0.0, 35.0, 25.0, 50.0
G1, 160.0, 40.0, 80.0, 30.0, 60.0, 40.0
G2, 190.0, 75.0, 50.0, 35.0, 25.0, 50.0
G2, 190.0, 75.0, 100.0, 35.0, 25.0, 50.0
G2, 150.0, 0.0, 120.0, 35.0, 25.0, 50.0
G2, 200.0, 100.0, 120.0, 35.0, 25.0, 50.0
G1, 210.0, 140.0, 80.0, 30.0, 60.0, 40.0
G1, 160.0, 40.0, 120.0, 30.0, 60.0, 40.0
G2, 0.0, 160.0, 160.0, 35.0, 25.0, 50.0
G2, 160.0, 40.0, 160.0, 25.0, 50.0, 35.0

第9辆车，装载182件，容积利用率 66.00%，重量利用率 34.90%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G3, 0.0, 0.0, 0.0, 70.0, 50.0, 40.0
G1, 70.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 130.0, 0.0, 0.0, 40.0, 40.0, 60.0
G5, 170.0, 0.0, 0.0, 40.0, 40.0, 60.0
G1, 210.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 270.0, 0.0, 0.0, 40.0, 40.0, 60.0
G1, 310.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 370.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 70.0, 40.0, 0.0, 50.0, 35.0, 25.0
G2, 120.0, 40.0, 0.0, 50.0, 35.0, 25.0
G2, 170.0, 40.0, 0.0, 50.0, 35.0, 25.0
G2, 220.0, 40.0, 0.0, 50.0, 35.0, 25.0
G5, 270.0, 40.0, 0.0, 40.0, 40.0, 60.0
G2, 310.0, 40.0, 0.0, 50.0, 35.0, 25.0
G3, 0.0, 50.0, 0.0, 70.0, 50.0, 40.0
G1, 360.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 70.0, 75.0, 0.0, 60.0, 40.0, 30.0
G4, 130.0, 75.0, 0.0, 80.0, 60.0, 50.0
G5, 210.0, 75.0, 0.0, 40.0, 40.0, 60.0
G2, 310.0, 75.0, 0.0, 50.0, 35.0, 25.0
G2, 360.0, 80.0, 0.0, 50.0, 35.0, 25.0
G4, 210.0, 115.0, 0.0, 80.0, 60.0, 50.0
G2, 0.0, 100.0, 0.0, 50.0, 35.0, 25.0
G3, 290.0, 115.0, 0.0, 70.0, 50.0, 40.0
G2, 70.0, 115.0, 0.0, 50.0, 35.0, 25.0
G2, 360.0, 115.0, 0.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 0.0, 50.0, 35.0, 25.0
G1, 130.0, 135.0, 0.0, 60.0, 40.0, 30.0
G2, 70.0, 150.0, 0.0, 50.0, 35.0, 25.0
G3, 290.0, 165.0, 0.0, 70.0, 40.0, 50.0
G1, 360.0, 150.0, 0.0, 60.0, 40.0, 30.0
G2, 0.0, 170.0, 0.0, 50.0, 35.0, 25.0
G5, 70.0, 0.0, 30.0, 40.0, 40.0, 60.0
G2, 130.0, 175.0, 0.0, 50.0, 35.0, 25.0
G1, 210.0, 0.0, 30.0, 60.0, 40.0, 30.0
G2, 180.0, 175.0, 0.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 360.0, 40.0, 30.0, 60.0, 40.0, 30.0
G4, 130.0, 75.0, 50.0, 80.0, 60.0, 50.0
G5, 70.0, 75.0, 30.0, 40.0, 40.0, 60.0
G1, 130.0, 135.0, 30.0, 60.0, 40.0, 30.0
G2, 230.0, 175.0, 0.0, 50.0, 35.0, 25.0
G2, 70.0, 40.0, 25.0, 50.0, 35.0, 25.0
G2, 120.0, 40.0, 25.0, 50.0, 35.0, 25.0
G4, 210.0, 115.0, 50.0, 80.0, 60.0, 50.0
G4, 130.0, 75.0, 100.0, 80.0, 60.0, 50.0
G2, 170.0, 40.0, 25.0, 50.0, 35.0, 25.0
G5, 360.0, 150.0, 30.0, 40.0, 40.0, 60.0
G2, 220.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 40.0, 60.0, 40.0, 30.0
G1, 0.0, 50.0, 40.0, 60.0, 40.0, 30.0
G5, 290.0, 115.0, 40.0, 40.0, 40.0, 60.0
G1, 290.0, 165.0, 50.0, 60.0, 40.0, 30.0
G5, 130.0, 0.0, 60.0, 40.0, 40.0, 60.0
G2, 310.0, 40.0, 25.0, 50.0, 35.0, 25.0
G2, 310.0, 75.0, 25.0, 50.0, 35.0, 25.0
G5, 170.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 210.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 360.0, 80.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 60.0, 60.0, 40.0, 30.0
G4, 210.0, 115.0, 100.0, 80.0, 60.0, 50.0
G1, 360.0, 40.0, 60.0, 60.0, 40.0, 30.0
G4, 130.0, 75.0, 150.0, 80.0, 60.0, 50.0
G5, 270.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 130.0, 135.0, 60.0, 60.0, 40.0, 30.0
G5, 370.0, 0.0, 60.0, 40.0, 40.0, 60.0
G5, 270.0, 40.0, 60.0, 40.0, 40.0, 60.0
G2, 0.0, 100.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 70.0, 60.0, 40.0, 30.0
G1, 0.0, 50.0, 70.0, 60.0, 40.0, 30.0
G2, 70.0, 115.0, 25.0, 50.0, 35.0, 25.0
G4, 210.0, 115.0, 150.0, 80.0, 60.0, 50.0
G1, 290.0, 165.0, 80.0, 60.0, 40.0, 30.0
G1, 210.0, 0.0, 90.0, 60.0, 40.0, 30.0
G5, 210.0, 75.0, 60.0, 40.0, 40.0, 60.0
G2, 360.0, 115.0, 25.0, 50.0, 35.0, 25.0
G5, 70.0, 0.0, 90.0, 40.0, 40.0, 60.0
G5, 360.0, 40.0, 90.0, 40.0, 40.0, 60.0
G2, 0.0, 135.0, 25.0, 50.0, 35.0, 25.0
G2, 70.0, 150.0, 25.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 0.0, 170.0, 25.0, 50.0, 35.0, 25.0
G1, 130.0, 135.0, 90.0, 60.0, 40.0, 30.0
G2, 130.0, 175.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 100.0, 60.0, 40.0, 30.0
G2, 180.0, 175.0, 25.0, 50.0, 35.0, 25.0
G5, 70.0, 75.0, 90.0, 40.0, 40.0, 60.0
G1, 0.0, 50.0, 100.0, 60.0, 40.0, 30.0
G2, 230.0, 175.0, 25.0, 50.0, 35.0, 25.0
G2, 70.0, 40.0, 50.0, 50.0, 35.0, 25.0
G2, 120.0, 40.0, 50.0, 50.0, 35.0, 25.0
G1, 290.0, 165.0, 110.0, 60.0, 40.0, 30.0
G1, 130.0, 135.0, 120.0, 60.0, 40.0, 30.0
G2, 170.0, 40.0, 50.0, 50.0, 35.0, 25.0
G2, 310.0, 75.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 130.0, 60.0, 40.0, 30.0
G2, 360.0, 80.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 100.0, 50.0, 50.0, 35.0, 25.0
G5, 360.0, 150.0, 90.0, 40.0, 40.0, 60.0
G2, 70.0, 115.0, 50.0, 50.0, 35.0, 25.0
G1, 0.0, 50.0, 130.0, 60.0, 40.0, 30.0
G2, 360.0, 115.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 50.0, 50.0, 35.0, 25.0
G2, 70.0, 150.0, 50.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 50.0, 50.0, 35.0, 25.0
G1, 290.0, 165.0, 140.0, 60.0, 40.0, 30.0
G2, 130.0, 175.0, 50.0, 50.0, 35.0, 25.0
G2, 180.0, 175.0, 50.0, 50.0, 35.0, 25.0
G5, 290.0, 115.0, 100.0, 40.0, 40.0, 60.0
G2, 230.0, 175.0, 50.0, 50.0, 35.0, 25.0
G5, 210.0, 0.0, 120.0, 40.0, 40.0, 60.0
G5, 70.0, 0.0, 150.0, 40.0, 40.0, 60.0
G1, 130.0, 135.0, 150.0, 60.0, 40.0, 30.0
G5, 70.0, 75.0, 150.0, 40.0, 40.0, 60.0
G2, 70.0, 40.0, 75.0, 50.0, 35.0, 25.0
G5, 360.0, 150.0, 150.0, 40.0, 40.0, 60.0
G2, 310.0, 75.0, 75.0, 50.0, 35.0, 25.0
G2, 360.0, 80.0, 75.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 160.0, 60.0, 40.0, 30.0
G1, 0.0, 50.0, 160.0, 60.0, 40.0, 30.0
G2, 0.0, 100.0, 75.0, 50.0, 35.0, 25.0
G1, 290.0, 165.0, 170.0, 60.0, 40.0, 30.0
G1, 130.0, 135.0, 180.0, 60.0, 40.0, 30.0
G2, 70.0, 115.0, 75.0, 50.0, 35.0, 25.0
G2, 360.0, 115.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 135.0, 75.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 120.0, 60.0, 30.0, 40.0
G2, 70.0, 150.0, 75.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 75.0, 50.0, 35.0, 25.0
G1, 310.0, 0.0, 160.0, 60.0, 30.0, 40.0
G2, 130.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 270.0, 80.0, 0.0, 40.0, 30.0, 60.0
G1, 220.0, 40.0, 50.0, 40.0, 30.0, 60.0
G2, 180.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 270.0, 80.0, 60.0, 40.0, 30.0, 60.0
G2, 230.0, 175.0, 75.0, 50.0, 35.0, 25.0
G1, 120.0, 40.0, 75.0, 40.0, 30.0, 60.0
G1, 70.0, 40.0, 100.0, 40.0, 30.0, 60.0
G1, 310.0, 75.0, 100.0, 40.0, 30.0, 60.0
G2, 360.0, 80.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 100.0, 100.0, 50.0, 35.0, 25.0
G1, 70.0, 115.0, 100.0, 40.0, 30.0, 60.0
G2, 360.0, 115.0, 100.0, 50.0, 35.0, 25.0
G1, 0.0, 135.0, 100.0, 40.0, 30.0, 60.0
G1, 70.0, 150.0, 100.0, 40.0, 30.0, 60.0
G2, 0.0, 170.0, 100.0, 50.0, 35.0, 25.0
G2, 130.0, 175.0, 100.0, 50.0, 35.0, 25.0
G1, 230.0, 175.0, 100.0, 40.0, 30.0, 60.0
G1, 220.0, 40.0, 110.0, 40.0, 30.0, 60.0
G2, 360.0, 80.0, 125.0, 50.0, 35.0, 25.0
G1, 130.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 100.0, 125.0, 50.0, 35.0, 25.0
G2, 360.0, 115.0, 125.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 125.0, 50.0, 35.0, 25.0
G1, 170.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 100.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 150.0, 50.0, 35.0, 25.0
G2, 0.0, 100.0, 175.0, 50.0, 35.0, 25.0
G2, 0.0, 170.0, 175.0, 50.0, 35.0, 25.0
G1, 270.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 0.0, 190.0, 50.0, 35.0, 25.0
G1, 370.0, 0.0, 120.0, 40.0, 30.0, 60.0
G2, 0.0, 50.0, 190.0, 50.0, 35.0, 25.0
G2, 70.0, 185.0, 0.0, 50.0, 25.0, 35.0
G2, 70.0, 185.0, 35.0, 50.0, 25.0, 35.0
G2, 70.0, 185.0, 70.0, 50.0, 25.0, 35.0
G1, 210.0, 75.0, 120.0, 40.0, 30.0, 60.0
G1, 130.0, 175.0, 125.0, 40.0, 30.0, 60.0
G1, 120.0, 40.0, 135.0, 40.0, 30.0, 60.0
G2, 70.0, 185.0, 105.0, 50.0, 25.0, 35.0
G2, 70.0, 185.0, 140.0, 50.0, 25.0, 35.0
G2, 70.0, 185.0, 175.0, 50.0, 25.0, 35.0
G2, 270.0, 80.0, 120.0, 35.0, 25.0, 50.0
G2, 310.0, 75.0, 160.0, 35.0, 25.0, 50.0
G2, 70.0, 115.0, 160.0, 35.0, 25.0, 50.0
G2, 0.0, 135.0, 160.0, 35.0, 25.0, 50.0
G2, 70.0, 150.0, 160.0, 35.0, 25.0, 50.0
G2, 230.0, 175.0, 160.0, 35.0, 25.0, 50.0
G2, 330.0, 115.0, 40.0, 25.0, 50.0, 35.0
G2, 330.0, 115.0, 75.0, 25.0, 50.0, 35.0
G2, 330.0, 115.0, 110.0, 25.0, 50.0, 35.0
G2, 330.0, 115.0, 145.0, 25.0, 50.0, 35.0

第10辆车，装载173件，容积利用率 67.39%，重量利用率 34.33%
货物ID, x(cm), y(cm), z(cm), l(cm), w(cm), h(cm)
G1, 0.0, 0.0, 0.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 0.0, 50.0, 35.0, 25.0
G1, 110.0, 0.0, 0.0, 60.0, 40.0, 30.0
G5, 170.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 210.0, 0.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 0.0, 0.0, 40.0, 40.0, 60.0
G5, 300.0, 0.0, 0.0, 40.0, 40.0, 60.0
G2, 340.0, 0.0, 0.0, 50.0, 35.0, 25.0
G3, 340.0, 35.0, 0.0, 70.0, 50.0, 40.0
G1, 0.0, 40.0, 0.0, 60.0, 40.0, 30.0
G4, 60.0, 40.0, 0.0, 80.0, 60.0, 50.0
G1, 140.0, 40.0, 0.0, 60.0, 40.0, 30.0
G1, 200.0, 40.0, 0.0, 60.0, 40.0, 30.0
G2, 260.0, 40.0, 0.0, 50.0, 35.0, 25.0
G5, 260.0, 75.0, 0.0, 40.0, 40.0, 60.0
G1, 0.0, 80.0, 0.0, 60.0, 40.0, 30.0
G1, 140.0, 80.0, 0.0, 60.0, 40.0, 30.0
G2, 200.0, 80.0, 0.0, 50.0, 35.0, 25.0
G1, 340.0, 85.0, 0.0, 60.0, 40.0, 30.0
G5, 300.0, 75.0, 0.0, 40.0, 40.0, 60.0
G4, 60.0, 100.0, 0.0, 80.0, 60.0, 50.0
G5, 200.0, 115.0, 0.0, 40.0, 40.0, 60.0
G3, 240.0, 115.0, 0.0, 70.0, 50.0, 40.0
G4, 340.0, 125.0, 0.0, 80.0, 60.0, 50.0
G1, 0.0, 120.0, 0.0, 60.0, 40.0, 30.0
G2, 140.0, 120.0, 0.0, 50.0, 35.0, 25.0
G3, 140.0, 155.0, 0.0, 70.0, 50.0, 40.0
G3, 0.0, 160.0, 0.0, 70.0, 50.0, 40.0
G5, 70.0, 160.0, 0.0, 40.0, 40.0, 60.0
G4, 60.0, 40.0, 50.0, 80.0, 60.0, 50.0
G2, 240.0, 165.0, 0.0, 50.0, 35.0, 25.0
G5, 290.0, 165.0, 0.0, 40.0, 40.0, 60.0
G1, 0.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 110.0, 0.0, 30.0, 60.0, 40.0, 30.0
G1, 0.0, 40.0, 30.0, 60.0, 40.0, 30.0
G4, 60.0, 100.0, 50.0, 80.0, 60.0, 50.0
G4, 340.0, 125.0, 50.0, 80.0, 60.0, 50.0
G2, 60.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 60.0, 40.0, 100.0, 80.0, 60.0, 50.0
G5, 140.0, 40.0, 30.0, 40.0, 40.0, 60.0
G5, 200.0, 40.0, 30.0, 40.0, 40.0, 60.0
G4, 60.0, 100.0, 100.0, 80.0, 60.0, 50.0
G5, 0.0, 80.0, 30.0, 40.0, 40.0, 60.0
G4, 340.0, 125.0, 100.0, 80.0, 60.0, 50.0
G5, 140.0, 80.0, 30.0, 40.0, 40.0, 60.0
G1, 340.0, 85.0, 30.0, 60.0, 40.0, 30.0
G1, 0.0, 120.0, 30.0, 60.0, 40.0, 30.0
G4, 60.0, 40.0, 150.0, 80.0, 60.0, 50.0
G5, 340.0, 35.0, 40.0, 40.0, 40.0, 60.0
G2, 210.0, 0.0, 25.0, 50.0, 35.0, 25.0
G4, 60.0, 100.0, 150.0, 80.0, 60.0, 50.0
G4, 340.0, 125.0, 150.0, 80.0, 60.0, 50.0
G2, 340.0, 0.0, 25.0, 50.0, 35.0, 25.0
G1, 240.0, 115.0, 40.0, 60.0, 40.0, 30.0
G2, 260.0, 40.0, 25.0, 50.0, 35.0, 25.0
G1, 140.0, 155.0, 40.0, 60.0, 40.0, 30.0
G2, 200.0, 80.0, 25.0, 50.0, 35.0, 25.0
G1, 0.0, 160.0, 40.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 60.0, 60.0, 40.0, 30.0
G1, 110.0, 0.0, 60.0, 60.0, 40.0, 30.0
G2, 140.0, 120.0, 25.0, 50.0, 35.0, 25.0
G2, 240.0, 165.0, 25.0, 50.0, 35.0, 25.0
G5, 170.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 0.0, 40.0, 60.0, 60.0, 40.0, 30.0
G5, 260.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 340.0, 85.0, 60.0, 60.0, 40.0, 30.0
G5, 300.0, 0.0, 60.0, 40.0, 40.0, 60.0
G1, 0.0, 120.0, 60.0, 60.0, 40.0, 30.0
G2, 60.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 340.0, 0.0, 50.0, 50.0, 35.0, 25.0
G2, 260.0, 40.0, 50.0, 50.0, 35.0, 25.0
G2, 200.0, 80.0, 50.0, 50.0, 35.0, 25.0
G2, 140.0, 120.0, 50.0, 50.0, 35.0, 25.0
G2, 240.0, 165.0, 50.0, 50.0, 35.0, 25.0
G2, 240.0, 115.0, 70.0, 50.0, 35.0, 25.0
G1, 140.0, 155.0, 70.0, 60.0, 40.0, 30.0
G2, 0.0, 160.0, 70.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 75.0, 50.0, 35.0, 25.0
G2, 210.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 0.0, 0.0, 90.0, 60.0, 40.0, 30.0
G1, 110.0, 0.0, 90.0, 60.0, 40.0, 30.0
G2, 340.0, 0.0, 75.0, 50.0, 35.0, 25.0
G1, 0.0, 40.0, 90.0, 60.0, 40.0, 30.0
G2, 260.0, 40.0, 75.0, 50.0, 35.0, 25.0
G2, 200.0, 80.0, 75.0, 50.0, 35.0, 25.0
G1, 340.0, 85.0, 90.0, 60.0, 40.0, 30.0
G1, 0.0, 120.0, 90.0, 60.0, 40.0, 30.0
G1, 140.0, 155.0, 100.0, 60.0, 40.0, 30.0
G1, 0.0, 0.0, 120.0, 60.0, 40.0, 30.0
G1, 110.0, 0.0, 120.0, 60.0, 40.0, 30.0
G1, 340.0, 85.0, 120.0, 60.0, 40.0, 30.0
G1, 0.0, 120.0, 120.0, 60.0, 40.0, 30.0
G1, 140.0, 155.0, 130.0, 60.0, 40.0, 30.0
G2, 140.0, 120.0, 75.0, 50.0, 35.0, 25.0
G2, 240.0, 165.0, 75.0, 50.0, 35.0, 25.0
G2, 240.0, 115.0, 95.0, 50.0, 35.0, 25.0
G2, 0.0, 160.0, 95.0, 50.0, 35.0, 25.0
G2, 60.0, 0.0, 100.0, 50.0, 35.0, 25.0
G5, 260.0, 75.0, 60.0, 40.0, 40.0, 60.0
G1, 110.0, 0.0, 150.0, 60.0, 40.0, 30.0
G1, 340.0, 85.0, 150.0, 60.0, 40.0, 30.0
G2, 210.0, 0.0, 100.0, 50.0, 35.0, 25.0
G1, 0.0, 120.0, 150.0, 60.0, 40.0, 30.0
G2, 340.0, 0.0, 100.0, 50.0, 35.0, 25.0
G2, 260.0, 40.0, 100.0, 50.0, 35.0, 25.0
G2, 200.0, 80.0, 100.0, 50.0, 35.0, 25.0
G5, 300.0, 75.0, 60.0, 40.0, 40.0, 60.0
G1, 140.0, 155.0, 160.0, 60.0, 40.0, 30.0
G2, 240.0, 165.0, 100.0, 50.0, 35.0, 25.0
G2, 0.0, 40.0, 120.0, 50.0, 35.0, 25.0
G1, 340.0, 85.0, 180.0, 60.0, 40.0, 30.0
G5, 200.0, 115.0, 60.0, 40.0, 40.0, 60.0
G2, 240.0, 115.0, 120.0, 50.0, 35.0, 25.0
G1, 0.0, 120.0, 180.0, 60.0, 40.0, 30.0
